Date,Open,High,Low,Close,Adj Close,Volume
2022-08-26,1010.000000,1025.000000,1010.000000,1025.000000,899.773743,6959800
2022-08-29,1020.000000,1025.000000,995.000000,1015.000000,890.995483,14951300
2022-08-30,1015.000000,1030.000000,1010.000000,1015.000000,890.995483,8374200
2022-08-31,1015.000000,1025.000000,1010.000000,1020.000000,895.384644,7358700
2022-09-01,1020.000000,1060.000000,1015.000000,1025.000000,899.773743,16637700
2022-09-02,1030.000000,1040.000000,1015.000000,1015.000000,890.995483,8927900
2022-09-05,1015.000000,1015.000000,1000.000000,1000.000000,877.828064,11785200
2022-09-06,1005.000000,1040.000000,1000.000000,1030.000000,904.162903,22940500
2022-09-07,1030.000000,1040.000000,1005.000000,1015.000000,890.995483,12592800
2022-09-08,1020.000000,1030.000000,1005.000000,1010.000000,886.606323,10958800
2022-09-09,1015.000000,1030.000000,1010.000000,1020.000000,895.384644,8493000
2022-09-12,1025.000000,1035.000000,1020.000000,1035.000000,908.552063,7509600
2022-09-13,1040.000000,1050.000000,1025.000000,1040.000000,912.941162,15517700
2022-09-14,1040.000000,1040.000000,1025.000000,1030.000000,904.162903,8609600
2022-09-15,1030.000000,1040.000000,1005.000000,1025.000000,899.773743,17026300
2022-09-16,1025.000000,1035.000000,1015.000000,1025.000000,899.773743,15600000
2022-09-19,1025.000000,1035.000000,1020.000000,1025.000000,899.773743,9341100
2022-09-20,1030.000000,1050.000000,1025.000000,1040.000000,912.941162,10361800
2022-09-21,1045.000000,1050.000000,1020.000000,1025.000000,899.773743,14194000
2022-09-22,1020.000000,1040.000000,1020.000000,1040.000000,912.941162,11817700
2022-09-23,1040.000000,1085.000000,1035.000000,1075.000000,943.665161,22828000
2022-09-26,1075.000000,1085.000000,1045.000000,1055.000000,926.108582,19082000
2022-09-27,1055.000000,1105.000000,1055.000000,1085.000000,952.443420,28368900
2022-09-28,1080.000000,1095.000000,1050.000000,1050.000000,921.719482,19590500
2022-09-29,1050.000000,1065.000000,980.000000,980.000000,860.271484,51993400
2022-09-30,970.000000,990.000000,955.000000,980.000000,860.271484,17054700
2022-10-03,980.000000,995.000000,980.000000,985.000000,864.660645,8107600
2022-10-04,990.000000,1005.000000,985.000000,1000.000000,877.828064,9065900
2022-10-05,1005.000000,1020.000000,1005.000000,1005.000000,882.217224,12817100
2022-10-06,1005.000000,1020.000000,1005.000000,1010.000000,886.606323,9704200
2022-10-07,1015.000000,1050.000000,1015.000000,1025.000000,899.773743,19783000
2022-10-10,1025.000000,1025.000000,1000.000000,1005.000000,882.217224,8941600
2022-10-11,1005.000000,1015.000000,1000.000000,1000.000000,877.828064,10191900
2022-10-12,1000.000000,1010.000000,985.000000,995.000000,873.438904,18162300
2022-10-13,990.000000,1005.000000,990.000000,1000.000000,877.828064,14078800
2022-10-14,1010.000000,1010.000000,995.000000,995.000000,873.438904,11112600
2022-10-17,995.000000,1000.000000,980.000000,990.000000,869.049805,7082500
2022-10-18,990.000000,1010.000000,990.000000,1000.000000,877.828064,14230700
2022-10-19,1000.000000,1010.000000,995.000000,995.000000,873.438904,9374400
2022-10-20,995.000000,1020.000000,995.000000,1005.000000,882.217224,13440500
2022-10-21,1010.000000,1015.000000,995.000000,1000.000000,877.828064,15785400
2022-10-24,1000.000000,1015.000000,1000.000000,1005.000000,882.217224,9537400
2022-10-25,1005.000000,1010.000000,990.000000,1000.000000,877.828064,12408200
2022-10-26,1000.000000,1010.000000,995.000000,1005.000000,882.217224,11637600
2022-10-27,1000.000000,1015.000000,1000.000000,1015.000000,890.995483,7533300
2022-10-28,1015.000000,1025.000000,1005.000000,1005.000000,882.217224,7132000
2022-10-31,1005.000000,1040.000000,1005.000000,1025.000000,899.773743,19870200
2022-11-01,1030.000000,1055.000000,1025.000000,1045.000000,917.330322,25523200
2022-11-02,1045.000000,1050.000000,1020.000000,1030.000000,904.162903,19879700
2022-11-03,1030.000000,1060.000000,1025.000000,1055.000000,926.108582,21745100
2022-11-04,1060.000000,1060.000000,1040.000000,1055.000000,926.108582,18463000
2022-11-07,1055.000000,1095.000000,1050.000000,1090.000000,956.832581,20653400
2022-11-08,1095.000000,1095.000000,1080.000000,1095.000000,961.221741,15437000
2022-11-09,1095.000000,1120.000000,1090.000000,1090.000000,956.832581,17346200
2022-11-10,1095.000000,1100.000000,1080.000000,1090.000000,956.832581,18550100
2022-11-11,1095.000000,1115.000000,1095.000000,1110.000000,974.389160,16543700
2022-11-14,1115.000000,1165.000000,1110.000000,1165.000000,1022.669678,19844400
2022-11-15,1165.000000,1180.000000,1155.000000,1180.000000,1035.837158,17166100
2022-11-16,1180.000000,1180.000000,1135.000000,1145.000000,1005.113159,19758500
2022-11-17,1145.000000,1160.000000,1125.000000,1125.000000,987.556580,20451600
2022-11-18,1125.000000,1150.000000,1115.000000,1150.000000,1009.502258,15004000
2022-11-21,1150.000000,1155.000000,1120.000000,1145.000000,1005.113159,14326800
2022-11-22,1145.000000,1145.000000,1100.000000,1110.000000,974.389160,17427300
2022-11-23,1110.000000,1130.000000,1110.000000,1125.000000,987.556580,14787300
2022-11-24,1125.000000,1135.000000,1115.000000,1115.000000,978.778259,14147700
2022-11-25,1115.000000,1130.000000,1110.000000,1120.000000,983.167419,16516300
2022-11-28,1120.000000,1140.000000,1120.000000,1135.000000,996.334839,15921200
2022-11-29,1140.000000,1160.000000,1135.000000,1140.000000,1000.723999,19254800
2022-11-30,1140.000000,1150.000000,1135.000000,1150.000000,1009.502258,14039400
2022-12-01,1150.000000,1195.000000,1150.000000,1190.000000,1044.615356,18721300
2022-12-02,1190.000000,1195.000000,1180.000000,1190.000000,1044.615356,18335600
2022-12-05,1200.000000,1200.000000,1160.000000,1185.000000,1040.226196,19846500
2022-12-06,1185.000000,1210.000000,1165.000000,1210.000000,1062.171997,18172100
2022-12-07,1200.000000,1220.000000,1150.000000,1185.000000,1040.226196,17401600
2022-12-08,1185.000000,1185.000000,1110.000000,1140.000000,1000.723999,19703400
2022-12-09,1140.000000,1150.000000,1120.000000,1130.000000,991.945740,17983000
2022-12-12,1130.000000,1155.000000,1120.000000,1155.000000,1013.891418,17948500
2022-12-13,1155.000000,1160.000000,1135.000000,1145.000000,1005.113159,13694700
2022-12-14,1150.000000,1165.000000,1140.000000,1160.000000,1018.280579,20484100
2022-12-15,1160.000000,1160.000000,1140.000000,1145.000000,1005.113159,16234400
2022-12-16,1140.000000,1145.000000,1120.000000,1120.000000,983.167419,17710500
2022-12-19,1120.000000,1165.000000,1115.000000,1165.000000,1022.669678,18177900
2022-12-20,1160.000000,1165.000000,1130.000000,1130.000000,991.945740,12777300
2022-12-21,1135.000000,1135.000000,1120.000000,1130.000000,991.945740,13344500
2022-12-22,1130.000000,1135.000000,1120.000000,1125.000000,987.556580,12027600
2022-12-23,1125.000000,1140.000000,1120.000000,1140.000000,1000.723999,15053500
2022-12-26,1140.000000,1145.000000,1120.000000,1120.000000,983.167419,11082100
2022-12-27,1125.000000,1130.000000,1115.000000,1125.000000,987.556580,13567400
2022-12-28,1125.000000,1130.000000,1115.000000,1115.000000,978.778259,14817300
2022-12-29,1115.000000,1125.000000,1110.000000,1125.000000,987.556580,12350100
2022-12-30,1120.000000,1135.000000,1120.000000,1120.000000,983.167419,11865200
2023-01-02,1120.000000,1150.000000,1115.000000,1145.000000,1005.113159,14409400
2023-01-03,1145.000000,1160.000000,1135.000000,1150.000000,1009.502258,16072700
2023-01-04,1150.000000,1165.000000,1150.000000,1150.000000,1009.502258,17055600
2023-01-05,1150.000000,1155.000000,1125.000000,1130.000000,991.945740,16369100
2023-01-06,1130.000000,1170.000000,1120.000000,1170.000000,1027.058838,16943400
2023-01-09,1170.000000,1180.000000,1150.000000,1150.000000,1009.502258,18304000
2023-01-10,1170.000000,1170.000000,1135.000000,1155.000000,1013.891418,11480900
2023-01-11,1155.000000,1165.000000,1140.000000,1165.000000,1022.669678,19149700
2023-01-12,1155.000000,1175.000000,1155.000000,1170.000000,1027.058838,17785400
2023-01-13,1170.000000,1175.000000,1155.000000,1170.000000,1027.058838,18680900
2023-01-16,1170.000000,1175.000000,1140.000000,1145.000000,1005.113159,13299500
2023-01-17,1145.000000,1165.000000,1140.000000,1150.000000,1009.502258,19271100
2023-01-18,1155.000000,1165.000000,1150.000000,1155.000000,1013.891418,4730600
2023-01-19,1155.000000,1200.000000,1155.000000,1190.000000,1044.615356,20001400
2023-01-20,1195.000000,1195.000000,1175.000000,1185.000000,1040.226196,14332300
2023-01-24,1190.000000,1190.000000,1160.000000,1160.000000,1018.280579,10476300
2023-01-25,1160.000000,1185.000000,1155.000000,1180.000000,1035.837158,18757300
2023-01-26,1180.000000,1190.000000,1175.000000,1180.000000,1035.837158,13303200
2023-01-27,1180.000000,1200.000000,1170.000000,1200.000000,1053.393677,19687500
2023-01-30,1200.000000,1205.000000,1175.000000,1185.000000,1040.226196,15030900
2023-01-31,1190.000000,1190.000000,1175.000000,1180.000000,1035.837158,15614600
2023-02-01,1185.000000,1200.000000,1170.000000,1185.000000,1040.226196,16997900
2023-02-02,1190.000000,1195.000000,1165.000000,1165.000000,1022.669678,17903200
2023-02-03,1165.000000,1180.000000,1155.000000,1180.000000,1035.837158,18589900
2023-02-06,1180.000000,1185.000000,1135.000000,1135.000000,996.334839,17651200
2023-02-07,1140.000000,1175.000000,1135.000000,1165.000000,1022.669678,19143200
2023-02-08,1165.000000,1175.000000,1150.000000,1175.000000,1031.447998,19225300
2023-02-09,1175.000000,1185.000000,1165.000000,1185.000000,1040.226196,14011300
2023-02-10,1180.000000,1180.000000,1160.000000,1165.000000,1022.669678,16609100
2023-02-13,1165.000000,1175.000000,1160.000000,1160.000000,1018.280579,11199100
2023-02-14,1160.000000,1180.000000,1160.000000,1165.000000,1022.669678,14478100
2023-02-15,1165.000000,1170.000000,1155.000000,1170.000000,1027.058838,14364600
2023-02-16,1180.000000,1180.000000,1155.000000,1165.000000,1022.669678,18086800
